E,Sl,Sn,Sa,Cll,Cnl,Cal,Cln,Cnn,Can,Cla,Cna,Caa,Cs,Nlh,Nnh,Nah,Dl,Dn,Da,Hcn,Hcs,I,theta,Pl,Pn,Pa,Ql,Qn,Qa,Ra,I3,I2,I1,Nlh3,Nlh2,Nlh1,Nnh3,Nnh2,Nnh1,Nah3,Nah2,Nah1,Cll3,Cll2,Cll1,Cnl3,Cnl2,Cnl1,Cal3,Cal2,Cal1,Cln3,Cln2,Cln1,Cnn3,Cnn2,Cnn1,Can3,Can2,Can1,Cla3,Cla2,Cla1,Cna3,Cna2,Cna1,Caa3,Caa2,Caa1
834.7212457,0.040836976,0.19907807,0.093508052,0.206481686,0.693870534,0.512002451,0.008514065,0.111048068,0.091609201,0.959350442,0.433252462,0.300156231,0.423621601,0.827554334,0.886306803,0.612859141,3.106165123,4.169968424,5.142562695,0.174471367,0.666329014,0.9361891,0.9380282,0.113877249,0.352021632,0.508722637,0.184674277,0.232740198,0.381082536,0.176613207,11.8085673,8.744756399,4.744756399,8.472411067,3.518890457,1.300614003,1.8822968,0.782698629,0.29799009,0.436630657,0.180413139,0.057790715,10.15601865,4.445125737,1.759657918,0.552968312,0.332079808,0.178609755,0.127556171,0.075801305,0.034540792,4.53523088,2.442361898,1.081726647,2.47082888,1.080393569,0.424135126,0.230714136,0.121308757,0.048173756,6.652133993,3.134070027,1.292213424,1.505442838,0.68965809,0.281548517,0.618560167,0.263376806,0.072209653
760.8667713,0.045266922,0.031442721,0.057782849,0.984322129,0.063741529,0.468793062,0.884622659,0.108114823,0.093556148,0.527866959,0.585535916,0.517064461,0.120961234,0.169314727,0.186354534,0.631271522,4.55353658,4.312488206,6.191835012,0.76447794,0.59972929,0.737364609,0.935625707,0.193748449,0.307269016,0.535355281,0.222358171,0.606852414,0.335092367,0.566557721,11.21209383,7.949458435,3.949458435,4.855384423,1.968736181,0.272345,1.059152932,0.429922685,0.063982048,0.442688331,0.183009285,0.059512825,6.02509544,2.581057662,0.395262806,0.400053256,0.229129758,0.054997517,0.168381166,0.092695415,0.051304245,3.158468854,1.55337959,0.250099664,1.435679275,0.613793103,0.090381001,0.285307213,0.146504046,0.058289196,3.810720286,1.749361126,0.268501805,0.819463117,0.393474743,0.062274368,0.630821994,0.27339243,0.086281588
1282.438103,0.049200565,0.096596852,0.064143825,0.65346564,0.714984876,0.506958937,0.070816539,0.106942667,0.700057298,0.038527017,0.710634127,0.221588452,0.382482483,0.949664734,0.965150714,0.465289385,4.713250648,2.659868572,5.421293142,0.277218547,0.291783695,0.344152199,0.979874185,0.108545741,0.426744521,0.480790091,0.072920329,0.150898403,0.335710079,0.993402495,10.0324566,6.376608795,2.376608795,9.143407711,3.806460448,1.491368764,1.975017239,0.82243596,0.324349187,0.388080208,0.159605803,0.043988516,10.82476506,4.772409187,1.995279892,0.567518672,0.339100892,0.186638795,0.109918821,0.066570948,0.024939714,4.81267715,2.588240523,1.222501556,2.587227189,1.143741188,0.464595828,0.206595787,0.110335128,0.035727926,7.344544653,3.35739528,1.419087974,1.593822991,0.740279903,0.318079096,0.559657614,0.235149087,0.062711864
1052.948756,0.047917111,0.072570996,0.088724717,0.450791756,0.050731675,0.118992965,0.827879574,0.032157846,0.881713343,0.658063604,0.566095213,0.632184665,0.350539369,0.913000794,0.141177186,0.275823697,3.682550035,4.041901985,5.334188493,0.474927403,0.483011886,0.719985407,0.958591401,0.142372993,0.448185784,0.475941834,0.098278948,0.42441216,0.347987141,0.686478305,11.15995622,7.879941626,3.879941626,8.941939362,3.720116869,1.43409419,1.006024371,0.407153302,0.048878357,0.325745996,0.132891141,0.02626779,10.64978947,4.678230928,1.914665523,0.293868453,0.168644533,0.02804617,0.096008674,0.056652611,0.01488152,5.769804421,2.967168172,1.337255333,1.369994573,0.587874526,0.066857269,0.205933071,0.107321273,0.024448354,7.389481711,3.387123223,1.34971335,0.829708243,0.369372677,0.0501638,0.467709931,0.200760927,0.029074529
1492.160287,0.054506936,0.102971163,0.204689969,0.22858843,0.661481247,0.302911793,0.667715851,0.420382932,0.975424047,0.299014246,0.629110835,0.62080855,0.451683511,0.15613072,0.891299571,0.455663652,4.740303039,3.136232081,5.859395602,0.83405302,0.617786625,0.694884755,0.99346249,0.092117751,0.462047642,0.411023608,0.18183439,0.405023241,0.419278911,0.549477157,11.08465427,7.779539021,3.779539021,4.782938308,1.937687846,0.251749605,1.888168295,0.785214984,0.299659272,0.384913341,0.158248575,0.043088221,5.933452925,2.55250457,0.366680956,0.714119555,0.413336416,0.256687131,0.145653694,0.0847827,0.036960133,2.535074872,1.331557103,0.20991847,2.477481796,1.088366652,0.43833453,0.205653722,0.10991971,0.034429289,3.875092308,1.773996007,0.258291352,1.507195127,0.720077848,0.290176322,0.550596074,0.230361668,0.061460957
2074.417718,0.050938927,0.10865195,0.049739118,0.104758016,0.172506782,0.903254404,0.597952472,0.195962412,0.69265673,0.024037685,0.093369108,0.636830951,0.202147841,0.191465432,0.300447305,0.957343101,4.238859209,2.492280853,3.799153509,0.709182829,0.637983105,0.616987245,0.936008009,0.13245359,0.392846191,0.433233727,0.095449055,0.195002656,0.164238962,0.321620698,10.85096173,7.467948979,3.467948979,4.977102551,2.020901093,0.306947725,1.19332603,0.487425442,0.102125543,0.54996588,0.228985377,0.0900103,6.142265551,2.628130883,0.435144072,0.449311502,0.254614957,0.08554564,0.207047565,0.123131492,0.075876352,3.078600107,1.57453835,0.283692872,1.607120167,0.687001457,0.14767041,0.349298197,0.178021656,0.08347233,3.716350549,1.764274709,0.296482623,0.897237666,0.412893474,0.096570662,0.771966393,0.340162063,0.127405358
1854.917105,0.050343454,0.08203051,0.101873012,0.803240192,0.39791362,0.914838203,0.592319207,0.435266315,0.259035641,0.708409053,0.987256642,0.214001372,0.394946522,0.691373919,0.756189539,0.251983861,3.396518929,3.558847506,5.02530365,0.873158117,0.290278667,0.02013001,0.944012719,0.105974922,0.384962198,0.618223042,0.329994961,0.153618704,0.308922224,0.67391613,9.060390031,5.080520041,1.080520041,7.724099685,3.198185579,1.087879768,1.729278898,0.717119528,0.254489287,0.31790269,0.129529724,0.024038051,9.309404593,4.053160146,1.483586031,0.529717086,0.3188284,0.162703744,0.097752983,0.056292808,0.015538861,4.329424367,2.258867541,0.912107014,2.285162273,0.99318588,0.377727615,0.175789973,0.091835486,0.02009746,6.437976305,2.967663258,1.110605404,1.430266456,0.659723997,0.251697732,0.44628857,0.190524009,0.032943216
1098.773416,0.05468793,0.108467351,0.06398652,0.743129269,0.18835989,0.811030111,0.369564619,0.639189697,0.026800974,0.666609912,0.544027532,0.778415173,0.160776167,0.917921324,0.603899273,0.95086196,4.094312877,3.84624072,6.207942064,0.791463509,0.578079083,0.219707549,0.974920472,0.130877696,0.453472401,0.425406984,0.177585343,0.192878462,0.333716473,0.572637043,9.659122646,5.878830195,1.878830195,8.968977674,3.731704717,1.441780796,1.550185546,0.640365234,0.203575605,0.547833585,0.228071536,0.089404119,10.74158338,4.666850262,1.936700922,0.451193688,0.264586798,0.120091343,0.157335301,0.09591586,0.051493185,5.147919009,2.693040911,1.247688908,2.066919744,0.893352378,0.290399598,0.310680435,0.170612933,0.078925819,6.806659599,3.186077697,1.346256054,1.170490682,0.546971943,0.194476732,0.767628567,0.33634338,0.135312697
1316.165218,0.07225739,0.059508915,0.064482416,0.282902034,0.514959616,0.50815841,0.570914964,0.326142812,0.295079217,0.144272032,0.386937629,0.057064209,0.499703887,0.799627437,0.204131681,0.825374004,4.510848875,4.07491909,6.090074677,0.407037144,0.408108166,0.541657176,0.959243934,0.109589585,0.410410753,0.384819561,0.192517533,0.067131545,0.707515367,0.273727892,10.62497153,7.166628706,3.166628706,8.318952769,3.453122615,1.256988001,1.080058857,0.438882367,0.069925304,0.506548047,0.210377735,0.077667231,9.929611268,4.352343702,1.668320127,0.321233213,0.190132902,0.041941014,0.1532484,0.090377364,0.046713943,5.301257946,2.743902056,1.250079327,1.466290583,0.625124663,0.103442805,0.327505614,0.162726337,0.077251573,6.304855371,3.046869475,1.156588252,0.815780605,0.391186285,0.069262039,0.724620102,0.305832765,0.114446529
1461.440491,0.053301824,0.111986615,0.073674493,0.43659924,0.29462902,0.707905917,0.456192383,0.96664782,0.662830667,0.38921594,0.537946771,0.8756875,0.347353164,0.682131389,0.656886351,0.035356913,3.4543498,1.800948187,5.773299177,0.24862388,0.448867509,0.50056708,0.93992245,0.117311885,0.49788225,0.558601167,0.096401038,0.122358527,0.401007485,0.898415643,10.50170124,7.002268321,3.002268321,7.673311982,3.176419421,1.073441549,1.612498349,0.667070721,0.221290245,0.246632424,0.098985325,0.003776932,9.188876894,4.029244671,1.461925567,0.500980392,0.295293978,0.139471221,0.075041728,0.044639242,0.002298111,4.286729112,2.276254171,0.928755371,2.144327894,0.934300391,0.316603008,0.136091138,0.073292279,0.003080489,6.791069492,2.994560986,1.135616438,1.415292015,0.621735269,0.249315068,0.350394352,0.14423404,0.005479452
2376.896168,0.036685207,0.091977795,0.072669338,0.205742488,0.601408566,0.866784354,0.187093028,0.267717981,0.282438601,0.020011995,0.156841453,0.59742271,0.326281764,0.544712587,0.048644149,0.546133296,4.546122937,3.185002942,5.376585347,0.420338091,0.717918351,0.238489156,0.991136333,0.109120006,0.346311218,0.264535058,0.157077876,0.227040779,0.563696422,0.624757963,9.715467469,5.953956626,1.953956626,6.918195666,2.852798142,0.858772768,0.89720552,0.360516651,0.017942712,0.414677854,0.171004795,0.051549847,8.380263654,3.666851541,1.185377993,0.286442465,0.163101159,0.012338833,0.13444223,0.08068238,0.035000289,4.662049164,2.323800938,0.858024691,1.243120298,0.514514557,0.033670034,0.272816044,0.146244714,0.048447437,5.50106241,2.571090109,0.819916272,0.698951765,0.319398648,0.017397571,0.583285457,0.248430813,0.075149269
1184.209011,0.048354523,0.042279399,0.142557971,0.711224874,0.499216023,0.888219297,0.385465944,0.919842274,0.400503514,0.689194938,0.434354722,0.115519549,0.216396306,0.697517631,0.496380639,0.163072783,3.097381522,1.965973295,4.180150998,0.493183597,0.688291249,0.958705107,0.937756887,0.099162572,0.245995201,0.605303825,0.808178544,0.352082428,0.412957611,0.158731597,11.87611532,8.834820429,4.834820429,7.75785938,3.21265402,1.097477167,1.423743631,0.586175842,0.167629975,0.288650946,0.116993262,0.015722197,9.24806613,4.047081694,1.479587629,0.442617287,0.256186361,0.107683554,0.091541244,0.050384339,0.011137073,4.505314173,2.341595874,0.967084501,1.913756441,0.818594245,0.239689004,0.166800129,0.087543072,0.015342466,6.39754697,2.949819676,1.098466505,1.202123028,0.551667339,0.166464891,0.410867866,0.170935861,0.022397094
983.1601885,0.063661353,0.130230675,0.082290032,0.277023485,0.202746225,0.400861071,0.21041294,0.501375825,0.791293041,0.213896091,0.827137103,0.689661484,0.256507791,0.270979131,0.718260212,0.308388765,4.408117728,4.729128393,4.86564984,0.658486445,0.861703898,0.019609584,0.981228691,0.127099443,0.408574858,0.641961522,0.611439309,0.207451589,0.892223509,0.651646719,9.058828753,5.078438337,1.078438337,5.414030325,2.208155854,0.43116005,1.68467401,0.698003147,0.241808754,0.336459904,0.137482816,0.029313601,6.61794034,2.836438452,0.595586042,0.603362765,0.351127855,0.196946897,0.122622959,0.068608777,0.023722419,3.00848875,1.569439745,0.377937915,2.22032168,0.968626343,0.351775844,0.188439639,0.096868716,0.025613382,4.442898902,1.986567759,0.434134559,1.373009791,0.640050192,0.247378343,0.482154587,0.202037201,0.039236479
2433.318234,0.056539518,0.092208961,0.053839577,0.307384864,0.712145588,0.757236194,0.510901991,0.086583631,0.532684228,0.245139349,0.09534428,0.419959013,0.434162464,0.413412539,0.293985332,0.394947472,4.289069977,5.021950513,4.301063598,0.873615824,0.619734993,0.429243775,0.975541058,0.191700608,0.497664823,0.246529709,0.216585575,0.356205055,0.678487517,0.49850962,10.28773132,6.716975099,2.716975099,6.196701904,2.54358653,0.653662398,1.185726751,0.484168608,0.099965176,0.364937718,0.149687593,0.037409437,7.614087,3.238007163,0.911274983,0.399791246,0.229149992,0.071170564,0.1218397,0.071146204,0.026430501,3.849769021,1.90916768,0.61539585,1.609051422,0.690996458,0.143848868,0.224105288,0.114004649,0.035962217,5.074480458,2.276711988,0.638865487,0.955934293,0.437396369,0.100814378,0.531542497,0.22458962,0.058691379
958.6099321,0.027575469,0.070883459,0.164127646,0.452501206,0.00381843,0.067621434,0.164186547,0.523961749,0.793551285,0.385913688,0.28650855,0.208864895,0.239804762,0.816990743,0.853895393,0.452743175,3.735059961,4.161052214,5.523362728,0.701708667,0.724077824,0.488997279,0.989371893,0.153257495,0.470108628,0.744943666,0.163266015,0.846536508,0.368586841,0.095955537,10.46699184,6.955989114,2.955989114,8.414364135,3.494013201,1.28411209,1.844180983,0.766363278,0.287154308,0.383952505,0.157836788,0.042815069,9.942488709,4.396129952,1.727876201,0.550551747,0.322097146,0.171648876,0.114167778,0.067879343,0.024794866,4.514764565,2.3935798,1.057682717,2.406316648,1.059893367,0.414364641,0.207537034,0.110441158,0.035455308,6.786873057,3.062534513,1.184583333,1.478390677,0.685666895,0.278,0.547705314,0.232475808,0.07
1628.241108,0.094683877,0.103157172,0.127844145,0.609233833,0.195063487,0.014723132,0.61795327,0.937520824,0.810578208,0.09984051,0.070563694,0.852354019,0.393248662,0.173218438,0.287680244,0.273146805,4.386081489,3.283998331,4.715940788,0.645911112,0.699390015,0.926398752,0.97307483,0.097571833,0.41308823,0.430063439,0.166958737,0.393138926,0.663926948,0.936594848,11.77919625,8.705595006,4.705595006,4.876835316,1.977929421,0.278443183,1.178311967,0.480990843,0.097857259,0.324865299,0.132513699,0.026017421,5.981476159,2.600395128,0.415592326,0.441484428,0.251670944,0.081211359,0.123380722,0.068595892,0.023035732,2.985861304,1.534812539,0.260733675,1.595586292,0.683417438,0.143089809,0.201870544,0.102717314,0.027968435,4.024603532,1.864648423,0.283326831,0.99322176,0.444692087,0.105865522,0.467092824,0.187199274,0.049161139
1510.828206,0.033366144,0.178350311,0.078705344,0.062812158,0.567741635,0.597391005,0.021947794,0.980716959,0.064954335,0.197049652,0.892987017,0.651455716,0.257173759,0.910153972,0.620863532,0.776531068,5.134734276,2.812988568,7.554729568,0.479719582,0.509800852,0.453355821,0.977659388,0.096371688,0.509920032,0.351722271,0.061623412,0.12328444,0.309399076,0.153998106,10.36006746,6.813423284,2.813423284,8.926296078,3.713412605,1.429647028,1.570135514,0.64891522,0.209247096,0.490478721,0.203490881,0.073098951,10.60761761,4.700120827,1.905225682,0.453454237,0.271511495,0.124185387,0.143174874,0.084267441,0.042621996,5.044481966,2.676402858,1.253350352,2.094378383,0.913171797,0.304312449,0.28180819,0.150392774,0.063687384,6.887282049,3.233797924,1.341546989,1.186812639,0.577272468,0.202910053,0.694245467,0.292944592,0.106273621
1645.099319,0.023036349,0.068049165,0.170015096,0.882921165,0.318577189,0.673297557,0.523353473,0.622520651,0.086396082,0.103871813,0.699929561,0.902689935,0.274277491,0.054699404,0.631221873,0.407317091,4.456054052,1.988049038,5.097224117,0.258614913,0.387660319,0.745995326,0.987857646,0.13776287,0.403162253,0.586634182,0.128644754,0.191420398,0.459747715,0.391874358,11.23798598,7.983981304,3.983981304,4.225573227,1.698817097,0.093298675,1.582316922,0.654135824,0.212710096,0.369007323,0.15143171,0.038566368,5.255760711,2.279212346,0.134152334,0.62306561,0.360021251,0.202129402,0.148434614,0.084678029,0.03544226,2.387017003,1.222923276,0.080667853,2.08148919,0.909777739,0.313600393,0.210203302,0.10676093,0.032344641,3.403510313,1.556067792,0.093408096,1.265689657,0.571687529,0.194474836,0.531325102,0.226366559,0.054431072
1485.398462,0.023617747,0.045574988,0.074018678,0.656209183,0.864143133,0.900207854,0.230668001,0.154002864,0.14993213,0.865138522,0.159561882,0.594240242,0.331065552,0.603766239,0.675639479,0.820519609,4.502041267,3.091793204,7.033394273,0.476023287,0.539493574,0.432631649,0.937152891,0.091243848,0.48242348,0.642394209,0.228950072,0.072138755,0.4531806,0.675121642,10.29789495,6.730526597,2.730526597,7.242695483,2.991869493,0.95102343,1.634552027,0.676522297,0.227559791,0.504950951,0.209693265,0.077213199,8.734598552,3.808473948,1.305362668,0.517521222,0.305188231,0.150789055,0.158437853,0.095701271,0.051338619,4.070187217,2.142933727,0.813076775,2.182195339,0.939464959,0.336211961,0.282002016,0.152234168,0.06988561,5.540594369,2.585268363,0.900423425,1.252496815,0.592446002,0.219085211,0.719666131,0.317005374,0.113391704
1599.964138,0.021742381,0.059630089,0.108927619,0.209898952,0.168423805,0.647555923,0.476310573,0.482530296,0.603786654,0.894699612,0.404859218,0.467370519,0.36388207,0.957594352,0.002722218,0.183104734,3.689136119,5.348937211,4.153949408,0.27380866,0.801796302,0.580152574,0.996603452,0.157876118,0.432140957,0.472211264,0.311281782,0.103189008,0.597319964,0.044703164,10.74045772,7.320610297,3.320610297,9.186980966,3.8251347,1.503756017,0.843201328,0.337371998,0.002590092,0.295241457,0.119817767,0.017595786,10.93696979,4.812512287,2.007644225,0.239167197,0.138382364,0.001448766,0.084842953,0.049053104,0.010316803,6.207077363,3.13935567,1.365758755,1.162421851,0.484751773,0.003891051,0.199013698,0.102055735,0.007782101,7.894254904,3.490697825,1.434841454,0.698888885,0.316047707,0.001160093,0.42178189,0.178609522,0.029582367
1498.161535,0.039133454,0.126503469,0.086429107,0.388194751,0.597031382,0.696480164,0.632431703,0.39147683,0.074748701,0.594801682,0.37354503,0.861392329,0.444786367,0.427670724,0.004999617,0.023121808,4.374689249,4.149638803,3.914383183,0.320790428,0.201687921,0.75908693,0.985797595,0.083861364,0.313221489,0.454532842,0.125271075,0.183493585,0.43791248,0.190135594,11.27726079,8.03634772,4.03634772,6.275050629,2.577164555,0.675935822,0.845879549,0.338519807,0.003351472,0.242607075,0.097260175,0.002632583,7.630694359,3.334705213,0.94611691,0.286335635,0.162345954,0.002495074,0.081254176,0.045370798,0.002097119,4.26883057,2.145339749,0.568306011,1.161512815,0.483757528,0.00273224,0.162432833,0.082539369,0.00273224,5.385496087,2.4447388,0.60915493,0.728921505,0.319053493,0.003521127,0.3472986,0.142269737,0
716.1799096,0.064996811,0.044466202,0.070673513,0.058645258,0.860304069,0.187907439,0.039257217,0.351642216,0.447802166,0.720620571,0.103442114,0.538886341,0.378868188,0.613957231,0.966267462,0.74262429,3.188465894,4.624061523,4.46265718,0.47043968,0.773553284,0.858407322,0.967031717,0.130072095,0.447542918,0.626008298,0.495917651,0.127260822,0.608036377,0.299633254,11.57522197,8.433629289,4.433629289,7.298694984,3.015869279,0.966943288,1.976330535,0.822998801,0.324722538,0.479323391,0.198710025,0.06992765,8.789951049,3.831802461,1.322250024,0.626431876,0.369958689,0.21140108,0.151402313,0.087694675,0.045949127,3.869354712,2.061558597,0.783054147,2.603113973,1.130451623,0.463460674,0.253135654,0.135894963,0.056076833,5.65249652,2.653108835,0.914055228,1.552785201,0.727088007,0.29418761,0.685745521,0.282868267,0.100837729
1804.034762,0.036509156,0.08217653,0.086106446,0.332789435,0.512882535,0.048384895,0.620021126,0.917576189,0.931938182,0.220086175,0.463271922,0.574261828,0.265994444,0.482933816,0.344756202,0.338153255,3.892478686,5.029264122,3.955151436,0.899842712,0.244434298,0.806767584,0.9878072,0.138608044,0.35791669,0.526107354,0.293758365,0.309480527,0.629343406,0.196176846,11.42030275,8.227070335,4.227070335,6.578721321,2.707309138,0.762265061,1.245433294,0.509757126,0.116938894,0.346252421,0.141679609,0.032097474,7.990002445,3.46325546,1.051080126,0.411528738,0.237418677,0.082973715,0.114658635,0.066320018,0.021505369,4.030212468,2.047032661,0.716460145,1.678701843,0.71972225,0.169381433,0.21341244,0.107045398,0.030345425,5.409872173,2.473177847,0.737018702,1.029258631,0.451898316,0.12310231,0.500669113,0.200293154,0.043564356
2407.452414,0.060724794,0.053615916,0.103705477,0.377495583,0.841233377,0.596435678,0.08571509,0.637527883,0.277348467,0.895735655,0.523054789,0.181018643,0.140665793,0.562108214,0.52389656,0.836377153,4.530044002,2.843791775,6.311668347,0.729737188,0.190815828,0.180892669,0.987133529,0.064824256,0.503819963,0.331538186,0.070509166,0.475417594,0.310907274,0.7976319,9.542678008,5.723570677,1.723570677,7.013784638,2.893764845,0.885947347,1.456102354,0.600043866,0.176829098,0.510168083,0.211929179,0.078696355,8.451598945,3.70818055,1.22140305,0.470009932,0.274474881,0.117394884,0.164250115,0.097263724,0.050792118,4.092151162,2.133034439,0.793407675,1.953888979,0.846733899,0.258534851,0.300945255,0.151850589,0.068502845,5.31958896,2.519293825,0.829771065,1.120847052,0.518261172,0.162819417,0.73042128,0.308690498,0.110430322
1366.957426,0.028568538,0.048548282,0.195390694,0.468995051,0.180044625,0.397652048,0.920555021,0.84086536,0.393883096,0.118642651,0.271309424,0.813639163,0.286940068,0.938518971,0.169377582,0.317048968,3.99146023,4.493304455,4.927186264,0.223967247,0.250392032,0.504372173,0.991692047,0.086079161,0.420865617,0.403952715,0.244194216,0.152365742,0.632424572,0.742007188,10.51311652,7.017488694,3.017488694,9.082161744,3.780212176,1.47395741,1.039188037,0.421366302,0.058306313,0.33930911,0.138703904,0.03012359,10.93980237,4.71581867,1.97604152,0.298446058,0.176161186,0.031980779,0.095980818,0.058231409,0.017604284,5.901734315,3.010397246,1.383267692,1.413199126,0.598802395,0.089647412,0.218920637,0.114262044,0.027163041,7.594302757,3.460149627,1.425378267,0.853916448,0.40479604,0.055364512,0.489361702,0.197047278,0.042297111
2552.626564,0.051050793,0.115464546,0.125112301,0.068225465,0.173299065,0.584690391,0.868306671,0.648583973,0.477579691,0.502454716,0.567890045,0.640662067,0.392256223,0.216104901,0.541665119,0.623757321,4.751213709,4.156353156,6.244767901,0.679135034,0.248240874,0.592249602,0.93682955,0.086424783,0.443434043,0.381654701,0.823590157,0.432935029,0.812597962,0.225587689,10.77674881,7.368998407,3.368998407,5.112496432,2.078927042,0.345438271,1.47699818,0.60899922,0.182769483,0.440216159,0.181949782,0.058810022,6.302065638,2.6961389,0.489827856,0.536641583,0.311449735,0.151994891,0.162129838,0.093840069,0.047145029,2.945364245,1.527653148,0.298798082,1.959544194,0.860012154,0.266887921,0.253858428,0.134669506,0.053832769,3.995284658,1.851087032,0.317463982,1.161646707,0.544275428,0.171592168,0.626346773,0.271306522,0.090690802
571.0928795,0.046849893,0.135963205,0.06852384,0.911798131,0.390234451,0.53822012,0.8039212,0.073770881,0.71507292,0.142841198,0.637621088,0.200550074,0.184783688,0.861715474,0.298622433,0.133015612,4.263798559,2.972606767,5.4873043,0.832467579,0.61630142,0.433419645,0.93567645,0.109328079,0.501907936,0.522637406,0.087082278,0.109530846,0.642875294,0.867222756,10.30025893,6.733678578,2.733678578,8.66012653,3.599339941,1.353978828,1.191179981,0.486505706,0.101515452,0.278762136,0.112755201,0.01291095,10.22416598,4.523415046,1.820160319,0.350126069,0.205231085,0.060286441,0.080286232,0.046993419,0.006849575,5.321225032,2.772763087,1.25049222,1.614437043,0.685115492,0.154029242,0.170675159,0.087249923,0.010332842,7.337169743,3.381221544,1.311046512,1.012261003,0.447502759,0.091362126,0.395463561,0.167218543,0.024916944
699.4327651,0.113278128,0.07049859,0.126646288,0.641381701,0.038131936,0.29244471,0.170170016,0.476945678,0.517985727,0.061875491,0.618190114,0.832202124,0.27062593,0.361761349,0.260589588,0.593007267,4.091494675,3.435439422,6.365576043,0.339300303,0.313456808,0.064901121,0.974484417,0.04390108,0.358415567,0.524081116,0.329028716,0.050597633,0.828579513,0.236292225,9.194703363,5.259604485,1.259604485,5.912878613,2.421947977,0.572975491,1.146453355,0.467337152,0.088800311,0.430099391,0.177614025,0.05593397,7.185733737,3.120776984,0.802681749,0.397074496,0.229597945,0.063775451,0.149661082,0.087407027,0.042722324,3.689918056,1.896927872,0.519273695,1.549736584,0.65977323,0.130095847,0.264129852,0.137372845,0.050734824,4.622390245,2.171169508,0.559776609,0.901910654,0.420772964,0.08409637,0.619557836,0.260653409,0.079290863
241.050284,0.062412111,0.103351749,0.151806654,0.740358036,0.077904326,0.849107992,0.430750691,0.791183327,0.490668918,0.030305734,0.739653931,0.759717352,0.437179896,0.965722601,0.476236778,0.350212689,4.672583695,3.56890567,5.747713843,0.574197717,0.197507585,0.168010733,0.98230278,0.133217563,0.461351217,0.521005655,0.202303327,0.394590882,0.572361753,0.848559584,9.504032199,5.672042932,1.672042932,9.231645691,3.844276725,1.516453561,1.40005445,0.576023336,0.160895479,0.350219975,0.143379989,0.033225393,10.88249738,4.804854809,2.01949883,0.396609752,0.238618179,0.092036525,0.100872573,0.058935975,0.018763686,5.358518782,2.856962165,1.356937014,1.866914005,0.816244798,0.2420718,0.208905039,0.103968627,0.030601432,7.41771212,3.479307924,1.418823653,1.141840586,0.522992944,0.161668771,0.514734858,0.203083962,0.051136364
1197.456599,0.04013036,0.087875263,0.07457502,0.576650947,0.934385832,0.767959545,0.7880342,0.082324656,0.49810205,0.952461583,0.274468844,0.923584802,0.193487411,0.18327915,0.227955904,0.961252701,5.017532952,3.715224902,6.799797952,0.44203527,0.654805748,0.940069024,0.977228289,0.097197999,0.342973995,0.450370793,0.619228544,0.219702284,0.878590574,0.420317361,11.82020707,8.760276096,4.760276096,4.932118931,2.001622399,0.294159525,1.108076143,0.450889776,0.077890218,0.551252138,0.229536631,0.090375965,6.093410146,2.610083608,0.428212682,0.423901213,0.235297661,0.064888014,0.207913152,0.120848413,0.07398447,3.132022276,1.547594146,0.269024843,1.501760998,0.634262111,0.110079954,0.346870604,0.181048126,0.08749762,3.695627944,1.742529503,0.275861005,0.855232479,0.401121589,0.076420607,0.772265449,0.329092696,0.130477719
1299.879975,0.020148045,0.13775185,0.057423681,0.574825005,0.216763977,0.805363202,0.051847477,0.26004955,0.241842031,0.808637897,0.25930265,0.322832355,0.281389298,0.702179351,0.868371932,0.709730762,3.151062206,2.826796684,6.345140242,0.667575368,0.867253907,0.213157336,0.971842519,0.082102028,0.4078607,0.669059898,0.85945665,0.163065491,0.458909017,0.315214821,9.639472008,5.852629344,1.852629344,7.783475532,3.223632371,1.104759473,1.861205392,0.773659454,0.291994104,0.468501421,0.194072037,0.066851118,9.336503214,4.078066444,1.495085079,0.568414817,0.340679064,0.185859382,0.14525512,0.084447322,0.041827682,4.184336119,2.241458621,0.929432288,2.441968275,1.060707316,0.416917111,0.24982794,0.136646622,0.055332964,5.964788008,2.852616007,1.078850688,1.429434852,0.679689199,0.277307123,0.664493606,0.281942698,0.098206942
2193.309199,0.036447677,0.062411762,0.136472215,0.50010943,0.748267692,0.88639763,0.350852756,0.051786533,0.631169834,0.16465147,0.06997494,0.81545141,0.10212122,0.808676077,0.456430831,0.745998285,4.067858928,3.979947929,5.386456997,0.329326197,0.899128529,0.458450655,0.964311428,0.01018111,0.329551102,0.465408947,0.505708685,0.533055965,0.374407856,0.605311911,10.37535197,6.83380262,2.83380262,8.368675043,3.474432161,1.271123334,1.376762657,0.566041139,0.154273955,0.480433436,0.199185758,0.07024322,10.00454468,4.410865953,1.731980882,0.411982932,0.246546851,0.092077521,0.146097348,0.082994842,0.042850707,4.966085843,2.596287519,1.174769631,1.830642989,0.796219354,0.211388517,0.291560863,0.146234532,0.06591452,6.412241853,3.110100604,1.213730097,1.03105704,0.506043429,0.149960846,0.689153945,0.289907177,0.100704777
